,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl
0,2021-06-11 10:37:26.144093,1470.5,buy,1,367.625,1476.5,1466.5,1478.6,2021-06-11 11:02:14.012845,7.959999999999909
1,2021-06-11 11:07:03.768475,1479.0,buy,1,369.75,1485.0,1475.0,1485.5,2021-06-11 11:16:26.531662,6.36
2,2021-06-11 13:01:17.700157,1490.7,buy,1,372.675,1496.7,1486.7,1485.5,2021-06-11 13:34:04.149667,-5.340000000000045
3,2021-06-11 13:24:33.146730,1489.5,buy,1,372.375,1495.5,1485.5,1485.5,2021-06-11 13:34:04.149667,-4.14
4,2021-06-11 13:58:07.025407,1483.0,buy,1,370.75,1489.0,1479.0,1490.1,2021-06-11 14:04:31.936521,6.959999999999909
5,2021-06-11 14:22:55.262494,1486.3,buy,1,371.575,1492.3,1482.3,1494.3,2021-06-11 14:27:03.588987,7.86
6,2021-06-14 09:19:03.732696,1496.6,buy,1,374.15,1502.6,1492.6,1491.5,2021-06-14 09:52:53.328793,-5.239999999999909
7,2021-06-14 09:32:05.809451,1494.2,buy,1,373.55,1500.2,1490.2,1500.8,2021-06-14 10:18:22.924144,6.459999999999909
8,2021-06-14 10:32:05.117479,1503.2,buy,1,375.8,1509.2,1499.2,1499.2,2021-06-14 11:10:44.303974,-4.14
9,2021-06-14 10:56:53.620772,1499.5,buy,1,374.875,1505.5,1495.5,1505.5,2021-06-14 13:06:02.635430,5.86
10,2021-06-14 13:18:08.700018,1507.0,buy,1,376.75,1513.0,1503.0,1502.7,2021-06-14 13:29:53.300547,-4.439999999999954
11,2021-06-18 10:08:14.101223,1481.3,buy,1,370.325,1487.3,1477.3,1477.0,2021-06-18 10:46:52.716558,-4.439999999999954
12,2021-06-18 13:00:55.010978,1487.3,buy,1,371.825,1493.3,1483.3,1475.5,2021-06-18 14:29:01.571616,-11.939999999999955
13,2021-06-18 13:28:15.186185,1487.9,buy,1,371.975,1493.9,1483.9,1475.5,2021-06-18 14:29:01.571616,-12.540000000000092
14,2021-06-22 09:22:48.101157,1487.2,buy,1,371.8,1493.2,1483.2,1493.6,2021-06-22 10:41:02.963421,6.259999999999864
15,2021-06-22 09:50:43.864481,1488.5,buy,1,372.125,1494.5,1484.5,1494.5,2021-06-22 10:55:51.879724,5.86
16,2021-06-22 10:43:09.490307,1493.6,buy,1,373.4,1499.6,1489.6,1499.6,2021-06-22 13:22:06.323963,5.86
17,2021-06-22 13:23:24.124656,1499.6,buy,1,374.9,1505.6,1495.6,1494.4,2021-06-22 14:02:49.064975,-5.339999999999818
18,2021-06-22 10:57:47.833407,1494.5,buy,1,373.625,1500.5,1490.5,1501.4,2021-06-23 10:11:15.773704,6.760000000000091
19,2021-06-23 10:42:23.544329,1501.4,buy,1,375.35,1507.4,1497.4,1496.6,2021-06-23 10:49:07.065012,-4.940000000000182
20,2021-06-23 10:06:21.231885,1498.0,buy,1,374.5,1504.0,1494.0,1493.3,2021-06-23 11:01:41.824622,-4.840000000000045
21,2021-06-25 14:22:18.759690,1498.4,buy,1,374.6,1504.4,1494.4,1509.0,2021-06-25 14:29:55.001331,10.459999999999908
22,2021-06-28 09:16:22.975785,1508.9,buy,1,377.225,1514.9,1504.9,1514.9,2021-06-28 10:21:29.652896,5.86
23,2021-06-28 09:36:07.186716,1513.4,buy,1,378.35,1519.4,1509.4,1520.8,2021-06-28 11:29:59.728589,7.259999999999864
24,2021-06-28 10:21:49.352940,1514.9,buy,1,378.725,1520.9,1510.9,1520.9,2021-06-28 13:12:58.172645,5.86
25,2021-06-28 13:17:40.293115,1520.4,buy,1,380.1,1526.4,1516.4,1516.3,2021-06-28 13:44:08.349914,-4.240000000000136
26,2021-06-28 13:12:58.172645,1520.2,buy,1,380.05,1526.2,1516.2,1524.4,2021-06-28 14:29:36.638717,4.060000000000046
27,2021-06-29 09:16:03.602627,1522.8,buy,1,380.7,1528.8,1518.8,1529.6,2021-06-29 10:10:06.303890,6.659999999999955
28,2021-06-29 10:04:21.786719,1527.1,buy,1,381.775,1533.1,1523.1,1533.9,2021-06-29 13:09:44.036838,6.660000000000182
29,2021-06-29 10:16:06.629873,1528.6,buy,1,382.15,1534.6,1524.6,1534.9,2021-06-29 13:45:29.942817,6.160000000000182
30,2021-06-29 13:15:22.337068,1534.0,buy,1,383.5,1540.0,1530.0,1528.2,2021-06-29 14:00:31.505650,-5.939999999999954
31,2021-06-29 13:47:00.476334,1535.0,buy,1,383.75,1541.0,1531.0,1528.2,2021-06-29 14:00:31.505650,-6.939999999999954
32,2021-06-29 14:29:54.515605,1528.8,buy,1,382.2,1534.8,1524.8,1534.0,2021-06-29 14:29:54.515605,5.060000000000046
33,2021-06-30 09:38:33.174085,1538.1,buy,1,384.525,1544.1,1534.1,1533.9,2021-06-30 13:03:19.718970,-4.339999999999818
34,2021-06-30 10:10:41.072015,1537.3,buy,1,384.325,1543.3,1533.3,1533.2,2021-06-30 13:07:44.346855,-4.239999999999909
35,2021-07-01 11:17:38.022201,1537.4,buy,1,384.35,1543.4,1533.4,1543.5,2021-07-01 13:08:20.456736,5.959999999999909
